shipment_id	store_id	vendor_id
320	781	996
321	628	710
322	563	913
323	350	920
324	65	970
325	55	618
326	606	653
327	946	248
328	74	587
329	552	970
330	295	938
331	808	146
332	336	902
333	726	125
334	341	262
335	624	37
336	338	584
337	890	883
338	36	204
339	667	18
340	331	276
341	423	562
342	613	575
343	250	686
344	707	266
345	721	355
346	700	558
347	413	433
348	442	728
349	497	551
350	890	721
351	437	306
352	804	20
353	191	471
354	398	29
355	979	949
356	377	442
357	697	348
358	223	394
359	910	777
360	740	13
361	203	720
362	32	879
363	135	33
364	653	941
365	888	187
366	791	653
367	904	371
368	880	349
369	188	5
370	265	423
371	513	917
372	531	774
373	599	79
374	390	256
375	552	582
376	49	769
377	795	548
378	930	512
379	580	213
380	240	619
381	21	584
382	406	735
383	712	484
384	519	12
385	701	814
386	559	420
387	318	258
388	54	570
389	272	477
390	759	229
391	972	12
392	765	901
393	397	291
394	684	167
395	695	37
396	818	239
397	906	239
398	398	603
399	850	679
400	77	470
401	662	866
402	676	405
403	956	229
404	190	579
405	396	288
406	75	215
407	445	979
408	860	226
409	407	939
410	63	654
411	395	369
412	290	935
413	779	729
414	440	967
415	882	137
416	848	145
417	302	661
418	405	784
419	808	878
420	104	527
421	735	734
422	190	463
423	837	404
424	450	413
425	490	5
426	844	217
427	370	595
428	757	592
429	753	555
430	670	645
431	704	558
432	215	462
433	986	595
434	530	46
435	147	342
436	508	852
437	485	638
438	446	136
439	973	743
440	206	784
441	38	170
442	635	669
443	348	366
444	344	647
445	54	397
446	310	239
447	755	12
448	794	665
449	599	580
450	675	606
451	212	307
452	108	231
453	818	545
454	561	644
455	320	722
456	422	85
457	583	214
458	281	200
459	868	358
460	646	519
461	917	694
462	118	829
463	456	846
464	466	530
465	689	295
466	48	163
467	379	524
468	872	993
469	580	335
470	525	538
471	774	708
472	407	986
473	861	759
474	369	201
475	454	769
476	651	994
477	801	25
478	368	157
479	447	772
480	978	616
481	712	98
482	514	343
483	395	294
484	899	699
485	53	326
486	252	955
487	477	257
488	658	470
489	390	851
490	581	924
491	6	495
492	851	754
493	194	925
494	941	191
495	374	489
496	538	779
497	289	948
498	504	247
499	861	241
500	684	291
501	342	943
502	657	461
503	714	210
504	765	302
505	674	327
506	899	638
507	904	736
508	949	669
509	433	109
510	863	892
511	393	36
512	346	84
513	657	3
514	539	58
515	963	377
516	202	374
517	389	643
518	77	610
519	766	164
520	825	997
521	462	31
522	744	738
523	806	380
524	873	395
525	770	905
526	953	615
527	605	97
528	415	241
529	129	368
530	881	734
531	679	568
532	904	397
533	586	534
534	204	700
535	142	993
536	783	701
537	641	19
538	390	663
539	592	848
540	109	500
541	687	296
542	262	424
543	186	229
544	898	725
545	106	478
546	257	934
547	327	806
548	331	198
549	907	440
550	634	3
551	971	383
552	421	70
553	385	211
554	650	441
555	468	953
556	450	509
557	259	606
558	150	544
559	755	773
560	559	784
561	872	154
562	440	950
563	344	732
564	847	933
565	64	536
566	150	328
567	68	702
568	644	774
569	217	837
570	567	881
571	584	421
572	615	26
573	361	39
574	662	896
575	717	395
576	821	514
577	74	163
578	251	300
579	457	493
580	965	906
581	499	339
582	435	77
583	602	694
584	701	974
585	562	642
586	84	961
587	72	976
588	782	600
589	900	312
590	404	361
591	545	615
592	709	504
593	145	811
594	694	634
595	149	699
596	248	318
597	252	601
598	645	910
599	960	756
600	913	384
601	318	213
602	864	920
603	539	91
604	305	689
605	363	296
606	243	187
607	169	885
608	391	589
609	126	563
610	475	302
611	589	935
612	422	523
613	129	704
614	602	530
615	194	981
616	176	840
617	538	459
618	851	761
619	215	483
620	578	336
621	644	287
622	45	506
623	83	959
624	404	627
625	928	901
626	803	595
627	254	300
628	530	803
629	668	470
630	522	455
631	242	463
632	900	196
633	926	248
634	976	838
635	424	79
636	144	750
637	530	155
638	824	616
639	252	969
640	321	921
641	164	353
642	589	809
643	646	694
644	834	933
645	179	221
646	488	903
647	440	936
648	562	117
649	709	916
650	508	492
651	235	326
652	395	988
653	153	971
654	17	620
655	82	926
656	300	952
657	54	951
658	199	603
659	974	279
660	553	411
661	28	538
662	16	788
663	498	721
664	968	617
665	769	34
666	140	301
667	374	760
668	165	38
669	848	337
670	828	519
671	956	257
672	522	803
673	499	160
674	949	220
675	860	109
676	332	819
677	166	103
678	175	953
679	24	491
680	440	571
681	797	414
682	350	853
683	306	522
684	411	464
685	347	145
686	433	700
687	916	408
688	796	319
689	739	856
690	760	89
691	108	275
692	820	760
693	14	739
694	286	957
695	984	62
696	763	173
697	851	699
698	84	728
699	108	327
700	865	776
701	561	518
702	908	327
703	793	163
704	33	879
705	190	997
706	200	484
707	549	794
708	110	616
709	839	786
710	660	888
711	718	756
712	586	447
713	856	663
714	892	980
715	772	775
716	618	442
717	462	608
718	662	523
719	180	827
720	62	752
721	403	910
722	112	429
723	748	566
724	6	760
725	407	723
726	47	880
727	979	981
728	644	494
729	219	640
730	893	801
731	491	845
732	817	438
733	548	636
734	807	3
735	307	911
736	452	853
737	204	812
738	791	887
739	349	898
740	972	451
741	658	540
742	78	596
743	512	914
744	691	316
745	162	850
746	748	65
747	586	73
748	985	958
749	234	319
750	84	962
751	537	103
752	723	333
753	363	518
754	262	964
755	878	489
756	881	427
757	559	117
758	532	853
759	315	552
760	430	664
761	726	625
762	794	132
763	470	586
764	382	64
765	291	956
766	915	697
767	707	338
768	784	378
769	171	597
770	632	635
771	657	541
772	829	147
773	640	381
774	596	855
775	904	343
776	117	749
777	14	200
778	129	587
779	922	595
780	191	688
781	249	728
782	107	405
783	560	227
784	16	223
785	850	841
786	548	217
787	328	643
788	836	281
789	370	929
790	497	223
791	711	677
792	880	309
793	533	177
794	186	496
795	295	232
796	240	325
797	189	981
798	30	993
799	801	334
800	435	406
801	43	872
802	797	450
803	256	207
804	948	861
805	150	527
806	758	110
807	710	589
808	988	960
809	594	7
810	533	937
811	922	625
812	418	219
813	810	597
814	640	648
815	672	200
816	582	211
817	13	994
818	969	11
819	216	703
820	610	963
821	867	973
822	628	965
823	578	624
824	431	708
825	157	367
826	73	73
827	933	860
828	629	948
829	657	20
830	298	693
831	497	117
832	485	577
833	26	191
834	308	946
835	579	240
836	384	119
837	220	447
838	827	225
839	659	688
840	639	654
841	728	398
842	45	697
843	523	446
844	919	616
845	738	494
846	841	774
847	941	605
848	945	736
849	736	777
850	362	887
851	226	280
852	682	102
853	885	261
854	536	163
855	414	190
856	770	876
857	776	873
858	568	692
859	741	985
860	281	461
861	152	770
862	54	136
863	702	558
864	144	470
865	850	722
866	4	220
867	75	253
868	778	448
869	146	488
870	19	273
871	521	132
872	935	289
873	780	333
874	652	253
875	109	288
876	770	657
877	530	71
878	778	890
879	83	223
880	654	349
881	130	579
882	112	872
883	773	556
884	975	646
885	995	50
886	568	534
887	565	485
888	335	508
889	649	520
890	181	784
891	141	564
892	202	775
893	509	642
894	51	891
895	460	881
896	608	497
897	135	406
898	854	132
899	187	592
900	495	370
901	804	382
902	439	600
903	611	556
904	40	755
905	954	636
906	995	915
907	454	509
908	133	436
909	882	175
910	903	544
911	356	758
912	50	214
913	579	582
914	698	640
915	195	764
916	264	462
917	879	258
918	681	399
919	718	83
920	283	488
921	973	875
922	925	414
923	278	803
924	390	966
925	605	137
926	137	611
927	442	728
928	374	815
929	839	900
930	618	987
931	441	149
932	842	378
933	140	556
934	739	550
935	844	825
936	741	641
937	777	326
938	875	868
939	957	527
940	286	77
941	62	654
942	761	958
943	869	729
944	808	169
945	770	427
946	816	16
947	291	832
948	958	765
949	699	793
950	864	814
951	664	177
952	394	436
953	431	23
954	666	996
955	889	157
956	26	647
957	63	801
958	299	896
959	932	432
960	849	120
961	857	214
962	892	98
963	606	122
964	831	381
965	348	135
966	331	872
967	882	938
968	252	536
969	555	272
970	781	234
971	308	779
972	762	648
973	96	326
974	958	422
975	709	463
976	595	697
977	406	5
978	730	92
979	893	549
980	833	916
981	262	218
982	698	672
983	902	641
984	315	486
985	488	987
986	600	849
987	520	714
988	822	659
989	990	568
990	781	166
991	671	740
992	550	326
993	29	197
994	555	97
995	329	99
996	353	836
997	210	504
998	99	79
999	297	841
1000	83	21
1001	42	654
1002	905	861
1003	305	254
1004	501	843
1005	20	377
1006	698	359
1007	970	10
1008	641	629
1009	4	877
1010	469	561
1011	63	145
1012	251	73
1013	759	929
1014	904	670
1015	151	284
1016	450	604
1017	162	172
1018	832	858
1019	638	198
1020	594	666
1021	77	400
1022	275	391
1023	1000	641
1024	160	28
1025	43	177
1026	967	488
1027	102	74
1028	890	768
1029	148	770
1030	326	165
1031	776	544
1032	306	245
1033	49	74
1034	136	165
1035	1	908
1036	364	632
1037	666	343
1038	870	148
1039	848	582
1040	147	8
1041	401	791
1042	818	122
1043	241	236
1044	285	485
1045	806	898
1046	956	425
1047	723	326
1048	858	4
1049	905	351
1050	592	34
1051	189	215
1052	361	857
1053	692	353
1054	73	187
1055	473	2
1056	534	683
1057	837	561
1058	798	528
1059	914	231
1060	944	645
1061	377	489
1062	35	256
1063	990	582
1064	712	957
1065	353	314
1066	386	660
1067	963	509
1068	859	987
1069	451	320
1070	120	187
1071	73	401
1072	629	299
1073	920	728
1074	691	749
1075	980	876
1076	655	829
1077	988	195
1078	73	633
1079	630	83
1080	211	549
1081	707	397
1082	695	425
1083	940	418
1084	459	133
1085	824	522
1086	982	686
1087	847	179
1088	291	574
1089	781	809
1090	641	10
1091	359	110
1092	899	64
1093	625	738
1094	756	643
1095	191	386
1096	992	817
1097	764	65
1098	856	960
1099	944	335
1100	834	373
1101	47	578
1102	849	507
1103	424	445
1104	541	350
1105	986	384
1106	961	409
1107	35	714
1108	935	278
1109	659	891
1110	604	532
1111	608	300
1112	711	591
1113	585	387
1114	776	809
1115	715	368
1116	951	895
1117	793	336
1118	633	229
1119	836	621
1120	985	470
1121	984	456
1122	930	960
1123	248	837
1124	101	123
1125	778	1
1126	22	667
1127	952	16
1128	398	481
1129	440	731
1130	554	509
1131	32	418
1132	433	373
1133	741	825
1134	380	667
1135	81	566
1136	611	681
1137	830	162
1138	479	868
1139	662	240
1140	25	171
1141	337	84
1142	414	410
1143	97	882
1144	18	300
1145	888	290
1146	992	752
1147	380	92
1148	846	856
1149	257	624
1150	51	503
1151	422	936
1152	464	421
1153	527	674
1154	136	251
1155	364	52
1156	164	254
1157	491	706
1158	172	605
1159	926	513
1160	577	726
1161	384	304
1162	219	130
1163	699	818
1164	266	644
1165	859	563
1166	707	188
1167	423	349
1168	908	816
1169	350	503
1170	457	210
1171	260	630
1172	486	186
1173	235	573
1174	542	543
1175	500	375
1176	408	356
1177	201	556
1178	361	986
1179	816	569
1180	697	915
1181	581	998
1182	848	243
1183	224	724
1184	594	751
1185	725	455
1186	708	633
1187	794	669
1188	850	874
1189	983	829
1190	477	968
1191	702	411
1192	652	476
1193	290	552
1194	271	929
1195	485	738
1196	423	735
1197	292	211
1198	51	862
1199	411	706
1200	98	614
1201	522	754
1202	323	998
1203	360	725
1204	350	311
1205	181	201
1206	501	936
1207	785	85
1208	764	169
1209	838	728
1210	197	649
1211	60	517
1212	180	100
1213	215	481
1214	365	739
1215	895	762
1216	367	971
1217	613	919
1218	326	690
1219	483	692
1220	435	102
1221	294	508
1222	16	493
1223	731	511
1224	485	984
1225	962	972
1226	17	956
1227	315	850
1228	431	45
1229	967	231
1230	287	563
1231	813	678
1232	655	994
1233	806	271
1234	57	520
1235	534	493
1236	143	618
1237	898	113
1238	786	450
1239	46	798
1240	327	752
1241	220	739
1242	720	290
1243	491	581
1244	403	678
1245	849	152
1246	885	382
1247	468	85
1248	631	392
1249	940	270
1250	164	56
1251	824	594
1252	396	584
1253	494	54
1254	240	557
1255	97	233
1256	329	339
1257	972	95
1258	102	301
1259	625	251
1260	795	32
1261	316	96
1262	413	467
1263	34	4
1264	812	596
1265	892	71
1266	900	436
1267	888	643
1268	862	610
1269	536	967
1270	607	299
1271	15	787
1272	813	38
1273	259	993
1274	96	337
1275	964	277
1276	288	120
1277	98	662
1278	323	548
1279	633	797
1280	60	787
1281	989	788
1282	442	593
1283	218	335
1284	696	835
1285	221	843
1286	51	828
1287	992	428
1288	763	375
1289	71	904
1290	575	167
1291	661	39
1292	994	894
1293	802	60
1294	200	476
1295	712	723
1296	198	16
1297	691	327
1298	117	191
1299	743	985
1300	971	916
1301	572	775
1302	936	89
1303	977	363
1304	144	4
1305	177	599
1306	628	246
1307	850	767
1308	473	422
1309	798	21
1310	249	754
1311	180	541
1312	642	70
1313	807	798
1314	805	759
1315	178	193
1316	875	327
1317	567	532
1318	707	108
1319	384	203
1320	825	981
1321	946	425
1322	785	106
1323	234	343
1324	744	984
1325	502	464
1326	121	562
1327	884	561
1328	619	256
1329	822	533
1330	813	766
1331	426	196
1332	429	392
1333	904	239
1334	997	310
1335	92	744
1336	115	39
1337	738	384
1338	7	718
1339	484	706
1340	514	62
1341	690	601
1342	930	13
1343	761	307
1344	184	101
1345	622	51
1346	31	623
1347	545	63
1348	388	17
1349	509	58
1350	720	667
1351	405	985
1352	113	890
1353	63	296
1354	172	405
1355	923	854
1356	188	96
1357	838	554
1358	813	892
1359	889	849
1360	623	970
1361	901	26
1362	131	488
1363	796	390
1364	158	645
1365	545	712
1366	547	345
1367	299	585
1368	203	20
1369	810	266
1370	41	365
1371	881	698
1372	853	361
1373	450	748
1374	20	552
1375	19	259
1376	441	400
1377	627	456
1378	68	813
1379	509	928
1380	284	670
1381	143	160
1382	910	980
1383	859	806
1384	931	605
1385	300	57
1386	824	788
1387	888	346
1388	228	71
1389	60	366
1390	764	185
1391	330	72
1392	730	279
1393	234	657
1394	772	162
1395	229	69
1396	886	531
1397	883	875
1398	711	238
1399	165	519
1400	746	704
1401	560	546
1402	682	635
1403	876	908
1404	742	926
1405	361	308
1406	814	471
1407	763	227
1408	586	500
1409	401	506
1410	682	748
1411	757	93
1412	972	383
1413	972	410
1414	678	224
1415	789	894
1416	398	112
1417	782	791
1418	666	684
1419	886	605
1420	766	135
1421	841	914
1422	430	934
1423	54	942
1424	735	331
1425	195	547
1426	49	343
1427	411	450
1428	148	407
1429	543	112
1430	2	453
1431	462	123
1432	1000	485
1433	211	146
1434	920	771
1435	449	539
1436	731	79
1437	401	27
1438	840	753
1439	977	710
1440	926	100
1441	565	541
1442	989	397
1443	102	991
1444	181	83
1445	686	796
1446	772	274
1447	975	950
1448	939	746
1449	803	844
1450	640	848
1451	230	32
1452	192	312
1453	402	543
1454	839	878
1455	437	63
1456	364	900
1457	945	222
1458	542	71
1459	216	9
1460	586	846
1461	456	425
1462	127	120
1463	159	650
1464	713	628
1465	874	647
1466	91	992
1467	539	624
1468	152	781
1469	372	18
1470	539	180
1471	514	495
1472	499	198
1473	66	386
1474	399	811
1475	282	50
1476	925	198
1477	594	994
1478	572	392
1479	548	803
1480	106	470
1481	553	764
1482	632	203
1483	237	886
1484	529	363
1485	41	700
1486	953	326
1487	702	511
1488	186	583
1489	919	220
1490	162	234
1491	517	902
1492	430	94
1493	192	899
1494	678	906
1495	756	210
1496	187	874
1497	475	995
1498	71	484
1499	158	375
1500	156	916
1501	312	417
1502	511	778
1503	928	908
1504	34	397
1505	155	899
1506	990	37
1507	381	611
1508	764	148
1509	687	123
1510	616	72
1511	451	285
1512	786	174
1513	455	588
1514	599	33
1515	371	61
1516	446	369
1517	845	27
1518	302	237
1519	495	27
1520	121	369
1521	598	325
1522	702	117
1523	941	10
1524	675	942
1525	261	375
1526	507	306
1527	50	298
1528	563	385
1529	391	139
1530	786	312
1531	748	761
1532	399	227
1533	992	514
1534	808	763
1535	107	713
1536	361	414
1537	271	169
1538	758	641
1539	758	988
1540	36	185
1541	977	413
1542	87	628
1543	468	974
1544	895	896
1545	367	58
1546	513	828
1547	760	890
1548	371	291
1549	527	993
1550	48	460
1551	228	553
1552	40	232
1553	132	817
1554	769	299
1555	990	745
1556	516	249
1557	539	242
1558	103	790
1559	13	829
1560	55	377
1561	575	768
1562	782	184
1563	952	81
1564	384	550
1565	306	393
1566	772	770
1567	107	753
1568	996	934
1569	654	261
1570	451	766
1571	470	360
1572	796	874
1573	304	697
1574	242	77
1575	26	150
1576	242	258
1577	63	508
1578	570	886
1579	960	526
1580	529	390
1581	575	215
1582	773	987
1583	907	110
1584	83	198
1585	250	641
1586	214	140
1587	514	455
1588	275	886
1589	304	273
1590	101	82
1591	338	501
1592	575	229
1593	940	54
1594	488	763
1595	860	817
1596	499	567
1597	455	467
1598	891	615
1599	983	63
1600	780	64
1601	151	915
1602	812	872
1603	419	554
1604	35	362
1605	860	528
1606	878	900
1607	574	755
1608	585	247
1609	296	874
1610	346	962
1611	7	416
1612	526	798
1613	472	704
1614	595	751
1615	570	660
1616	550	676
1617	469	518
1618	357	793
1619	65	783
1620	750	100
1621	166	810
1622	303	845
1623	271	259
1624	870	810
1625	380	649
1626	504	39
1627	536	144
1628	3	375
1629	447	54
1630	617	397
1631	814	573
1632	868	44
1633	699	28
1634	260	906
1635	940	497
1636	657	45
1637	131	147
1638	258	879
1639	167	939
1640	902	467
1641	28	376
1642	404	384
1643	872	264
1644	475	678
1645	815	394
1646	995	720
1647	800	939
1648	464	848
1649	68	344
1650	157	457
1651	669	65
1652	130	247
1653	900	531
1654	450	233
1655	640	908
1656	372	114
1657	313	628
1658	723	181
1659	159	823
1660	243	522
1661	164	138
1662	533	507
1663	733	633
1664	691	961
1665	325	547
1666	418	421
1667	532	331
1668	366	451
1669	413	344
1670	821	623
1671	297	475
1672	971	795
1673	256	982
1674	818	91
1675	851	876
1676	33	653
1677	918	254
1678	500	435
1679	428	906
1680	920	130
1681	88	521
1682	594	74
1683	26	613
1684	309	942
1685	96	378
1686	552	441
1687	392	79
1688	767	838
1689	723	699
1690	592	713
1691	639	179
1692	546	140
1693	231	311
1694	84	892
1695	515	549
1696	153	993
1697	929	622
1698	187	99
1699	584	205
1700	315	550
1701	656	914
1702	340	756
1703	659	879
1704	939	351
1705	405	955
1706	810	195
1707	617	660
1708	913	587
1709	833	152
1710	119	491
1711	379	69
1712	70	971
1713	900	213
1714	198	911
1715	101	247
1716	489	835
1717	84	647
1718	164	86
1719	234	356
1720	866	604
1721	276	980
1722	377	338
1723	533	279
1724	679	382
1725	930	352
1726	297	998
1727	799	532
1728	911	579
1729	579	484
1730	616	439
1731	722	526
1732	856	317
1733	967	987
1734	617	303
1735	129	617
1736	501	675
1737	921	802
1738	346	577
1739	275	226
1740	920	783
1741	656	752
1742	762	630
1743	791	372
1744	364	443
1745	939	358
1746	789	24
1747	712	644
1748	470	774
1749	375	240
1750	727	230
1751	909	891
1752	210	597
1753	465	947
1754	719	130
1755	857	461
1756	647	874
1757	261	934
1758	74	548
1759	630	689
1760	513	153
1761	242	599
1762	194	706
1763	65	972
1764	19	426
1765	815	628
1766	772	526
1767	342	396
1768	576	402
1769	680	413
1770	725	628
1771	544	614
1772	142	662
1773	521	40
1774	470	709
1775	616	445
1776	381	289
1777	497	890
1778	138	143
1779	13	703
1780	509	981
1781	94	906
1782	415	575
1783	454	689
1784	325	123
1785	64	552
1786	992	85
1787	272	330
1788	263	731
1789	51	726
1790	599	83
1791	575	380
1792	890	612
1793	431	1
1794	7	563
1795	909	646
1796	875	102
1797	534	832
1798	77	486
1799	588	455
1800	797	633
1801	661	341
1802	9	22
1803	381	85
1804	232	527
1805	596	841
1806	848	152
1807	92	408
1808	639	19
1809	761	210
1810	907	899
1811	959	922
1812	27	570
1813	498	182
1814	265	494
1815	978	528
1816	350	893
1817	481	115
1818	17	94
1819	57	600
1820	792	583
1821	51	361
1822	209	8
1823	196	63
1824	259	559
1825	152	255
1826	713	909
1827	108	136
1828	632	755
1829	998	424
1830	653	825
1831	334	152
1832	845	56
1833	138	11
1834	713	283
1835	381	687
1836	429	754
1837	388	233
1838	169	962
1839	814	277
1840	25	736
1841	134	281
1842	178	220
1843	317	592
1844	255	930
1845	109	181
1846	479	239
1847	656	81
1848	114	866
1849	403	207
1850	761	467
1851	846	513
1852	634	665
1853	875	176
1854	442	243
1855	263	981
1856	251	838
1857	872	952
1858	225	365
1859	478	745
1860	680	207
1861	217	408
1862	725	850
1863	681	555
1864	565	94
1865	186	617
1866	965	846
1867	54	51
1868	108	502
1869	69	357
1870	712	742
1871	396	773
1872	577	910
1873	491	817
1874	746	763
1875	758	991
1876	998	257
1877	508	926
1878	625	89
1879	498	414
1880	578	605
1881	924	614
1882	990	364
1883	906	755
1884	855	962
1885	728	936
1886	195	438
1887	527	939
1888	975	264
1889	961	339
1890	275	801
1891	782	639
1892	600	315
1893	99	423
1894	598	764
1895	648	261
1896	427	95
1897	446	607
1898	972	127
1899	285	580
1900	172	133
1901	41	957
1902	125	380
1903	966	341
1904	844	111
1905	688	99
1906	681	964
1907	49	182
1908	341	421
1909	669	184
1910	734	500
1911	649	817
1912	942	669
1913	258	816
1914	42	250
1915	913	81
1916	839	607
1917	274	726
1918	257	998
1919	997	133
1920	650	833
1921	615	936
1922	149	284
1923	956	711
1924	112	832
1925	311	171
1926	66	419
1927	282	193
1928	780	958
1929	294	675
1930	175	785
1931	576	76
1932	69	695
1933	882	658
1934	958	60
1935	391	3
1936	8	930
1937	174	408
1938	973	421
1939	843	570
1940	566	674
1941	338	697
1942	647	225
1943	718	216
1944	610	666
1945	627	97
1946	303	632
1947	149	257
1948	216	355
1949	201	919
1950	66	312
1951	669	319
1952	879	781
1953	253	595
1954	241	189
1955	808	378
1956	138	61
1957	168	231
1958	158	352
1959	320	621
1960	451	670
1961	634	871
1962	137	839
1963	894	285
1964	331	488
1965	774	876
1966	842	356
1967	899	171
1968	175	968
1969	482	994
1970	283	15
1971	672	122
1972	686	689
1973	448	93
1974	553	657
1975	954	707
1976	36	998
1977	573	37
1978	405	56
1979	629	904
1980	202	29
1981	372	218
1982	430	214
1983	357	17
1984	167	598
1985	253	635
1986	588	248
1987	607	573
1988	315	738
1989	940	222
1990	489	870
1991	278	997
1992	367	557
1993	4	755
1994	542	230
1995	95	825
1996	166	293
1997	202	246
1998	631	738
1999	212	226
2000	940	600
2001	997	350
2002	466	536
2003	463	541
2004	854	87
2005	763	85
2006	785	876
2007	811	462
2008	376	997
2009	991	883
2010	272	285
2011	487	477
2012	827	28
2013	386	597
2014	844	852
2015	893	718
2016	287	886
2017	678	517
2018	634	637
2019	421	142
2020	625	116
2021	703	704
2022	711	185
2023	148	736
2024	475	449
2025	989	998
2026	703	730
2027	234	509
2028	100	275
2029	460	829
2030	653	110
2031	538	94
2032	713	599
2033	964	156
2034	74	207
2035	620	191
2036	430	700
2037	790	467
2038	694	547
2039	749	591
2040	359	478
2041	139	654
2042	695	214
2043	512	114
2044	103	890
2045	200	98
2046	407	200
2047	537	217
2048	383	66
2049	715	378
2050	188	134
2051	982	394
2052	985	50
2053	393	113
2054	627	399
2055	59	709
2056	828	505
2057	424	610
2058	5	76
2059	613	523
2060	261	956
2061	781	835
2062	503	6
2063	175	628
2064	91	230
2065	943	141
2066	373	498
2067	704	103
2068	604	716
2069	951	817
2070	578	734
2071	818	536
2072	433	948
2073	949	352
2074	305	497
2075	208	324
2076	648	22
2077	833	556
2078	730	910
2079	122	849
2080	443	678
2081	896	819
2082	258	635
2083	976	805
2084	126	52
2085	856	133
2086	811	306
2087	701	724
2088	532	791
2089	427	853
2090	260	272
2091	870	364
2092	527	166
2093	2	724
2094	758	331
2095	101	722
2096	335	738
2097	210	740
2098	226	280
2099	917	424
2100	460	303
2101	338	396
2102	44	617
2103	682	611
2104	423	872
2105	68	876
2106	296	808
2107	321	46
2108	702	159
2109	500	807
2110	643	734
2111	597	683
2112	116	851
2113	242	227
2114	18	320
2115	501	739
2116	366	45
2117	171	898
2118	644	387
2119	701	897
2120	557	395
2121	489	602
2122	573	181
2123	710	394
2124	89	656
2125	175	883
2126	109	248
2127	89	313
2128	691	673
2129	630	971
2130	275	993
2131	130	682
2132	24	625
2133	611	310
2134	885	635
2135	534	771
2136	368	547
2137	832	626
