store_id	product_id	unit_price	quantity
448	467	356	226
299	358	153	808
264	458	994	739
193	479	645	965
960	557	629	565
507	97	505	305
488	695	199	68
995	795	838	922
304	224	549	743
739	889	247	138
878	988	386	875
644	220	119	145
200	214	877	937
915	18	67	885
239	406	937	424
252	605	190	523
886	35	576	510
674	855	819	918
610	625	726	265
907	656	909	258
815	111	152	817
954	853	618	300
788	238	800	599
841	803	691	627
693	235	311	220
269	104	785	409
24	407	701	91
749	104	2	976
981	785	451	532
628	150	317	235
61	788	157	662
410	597	695	967
362	841	486	867
976	839	939	370
456	237	695	155
848	588	876	416
585	415	23	309
590	302	84	355
716	590	982	342
168	93	866	905
23	272	556	957
909	991	754	585
706	464	102	253
485	715	933	567
221	493	988	369
849	435	729	525
689	498	528	456
910	983	38	213
291	285	74	219
507	104	346	140
237	344	762	374
182	998	234	751
392	92	841	974
651	710	892	480
984	640	384	453
611	878	457	774
32	699	848	399
216	568	183	26
648	221	736	839
120	854	763	27
328	969	620	516
299	78	81	238
596	363	102	300
526	17	989	665
727	280	172	4
287	452	158	166
732	525	562	394
78	679	141	518
536	939	277	785
41	785	68	292
631	320	872	753
929	832	944	670
186	175	17	209
259	558	661	237
838	174	717	608
115	937	782	268
773	604	734	489
758	447	290	699
661	471	684	823
391	259	94	465
261	576	516	366
678	507	193	962
749	992	964	850
55	583	214	334
516	593	626	569
866	47	406	559
643	787	858	556
99	609	539	656
886	221	458	293
93	104	151	523
738	820	145	441
103	326	439	25
390	938	129	552
440	57	670	896
647	701	543	184
319	157	418	478
54	423	459	449
155	711	319	501
418	324	390	902
265	878	704	404
34	728	166	344
909	731	863	233
300	975	115	566
35	677	180	337
484	596	530	847
376	160	454	825
318	343	104	533
889	747	226	556
482	578	329	66
539	46	105	609
709	395	885	939
452	544	412	409
313	793	880	68
770	756	955	509
754	271	48	804
226	883	134	746
912	239	42	420
744	353	531	591
761	632	583	488
620	507	603	572
254	122	529	561
407	297	847	172
828	838	521	752
357	137	627	401
194	211	905	278
475	439	667	465
242	89	634	858
712	166	83	545
834	154	844	848
614	453	442	297
195	466	399	214
15	739	542	119
283	106	552	353
470	702	834	107
216	754	167	920
562	429	656	849
971	159	75	169
665	458	39	12
589	588	768	443
982	707	540	20
356	295	232	617
5	348	206	795
478	781	608	652
610	371	375	477
718	987	976	953
273	92	85	778
68	10	528	656
23	105	239	668
263	322	722	672
112	165	799	100
231	391	331	717
255	39	425	223
172	310	536	99
186	151	760	534
235	318	85	590
973	730	434	712
852	919	297	90
477	295	891	714
915	99	763	711
636	834	707	188
667	334	854	72
139	316	286	89
769	653	819	629
125	300	75	165
160	42	314	90
686	53	894	562
943	975	583	270
393	941	332	406
249	94	610	657
862	911	316	151
248	947	410	102
805	458	870	730
176	995	830	960
97	392	105	673
436	941	658	943
663	716	484	493
757	251	520	711
818	507	813	153
773	242	369	86
3	591	242	218
629	744	128	97
88	231	498	412
637	259	238	622
673	408	824	942
900	79	381	22
541	504	456	987
49	531	756	292
954	308	31	433
446	623	374	34
596	119	549	235
296	740	846	373
147	683	769	45
747	872	451	593
707	674	394	389
650	436	147	453
637	577	339	253
794	794	316	134
550	554	288	224
986	788	234	889
978	868	348	920
274	654	6	781
846	664	566	276
263	57	225	782
143	107	810	391
554	196	596	392
203	494	375	94
228	85	463	513
961	147	300	625
424	164	173	768
707	849	406	935
87	724	920	626
873	866	96	737
822	660	173	847
885	578	523	831
168	948	221	747
971	303	410	566
447	893	251	471
474	325	975	986
599	767	939	414
418	474	79	505
359	535	152	48
949	921	625	89
541	355	223	291
435	80	228	962
728	173	158	862
317	172	809	644
641	933	647	669
17	796	338	124
628	313	230	694
507	353	996	321
407	853	453	533
179	626	22	691
180	161	740	243
658	971	604	700
808	417	26	192
26	970	909	769
766	594	46	139
122	780	645	640
864	621	690	360
195	281	934	985
778	624	618	359
848	958	538	943
927	963	425	586
297	933	712	54
244	327	333	274
58	825	274	293
227	566	74	718
718	942	256	338
90	129	674	817
411	646	23	105
272	789	775	574
57	514	844	146
21	242	137	825
919	808	100	769
802	112	651	935
145	327	426	496
38	817	528	944
17	507	862	812
309	567	383	940
105	16	703	930
724	934	946	835
689	740	328	476
368	677	553	149
423	658	931	611
413	334	499	513
792	270	277	79
37	735	892	736
424	93	186	557
950	581	2	652
735	225	645	332
209	611	103	701
686	104	998	908
31	74	152	474
259	730	406	440
526	209	108	639
829	72	628	45
736	693	760	361
952	42	758	797
168	246	565	458
676	908	7	776
99	996	966	451
348	479	986	159
720	906	795	461
949	807	436	564
566	486	714	15
335	869	959	711
104	663	997	857
43	640	835	303
655	536	833	683
173	975	31	952
63	487	63	791
310	650	370	820
449	724	441	14
912	831	991	98
829	692	505	169
661	254	833	210
454	889	791	615
464	364	359	682
883	829	476	27
4	665	944	207
945	570	166	896
649	795	864	188
799	595	914	196
179	476	328	649
934	928	488	702
372	974	467	526
723	279	145	296
292	880	944	391
413	73	453	150
773	81	924	655
730	374	310	240
393	952	792	761
453	359	615	232
49	498	28	91
725	981	285	381
99	728	907	47
523	612	243	606
391	917	165	518
21	918	464	417
526	834	864	925
435	664	680	156
1000	525	168	267
108	20	177	690
75	896	465	244
415	2	37	8
907	671	523	490
842	228	402	482
137	604	507	11
606	43	626	54
494	102	203	1
482	545	862	591
595	732	677	315
604	269	602	577
426	181	210	862
53	388	417	682
272	366	329	378
305	425	857	822
90	858	292	210
662	265	19	662
112	846	887	184
583	251	842	276
913	18	199	466
39	157	728	674
301	899	457	693
109	698	94	723
739	130	835	743
32	854	14	98
147	623	44	92
287	198	945	11
86	504	103	566
88	600	953	201
722	871	843	304
167	864	253	412
283	386	430	514
983	834	668	82
226	213	22	641
581	61	884	349
20	103	527	695
128	179	35	464
29	503	538	524
930	459	154	33
267	714	75	774
875	539	323	147
520	343	387	285
401	191	8	353
67	734	415	145
759	33	532	181
855	576	920	37
854	35	456	545
250	677	38	99
745	712	349	182
101	919	942	380
188	875	919	210
723	631	829	786
323	910	643	181
937	382	804	806
74	826	845	740
526	494	539	896
282	286	63	36
585	545	992	547
1	123	524	229
491	615	674	66
746	306	308	952
963	881	634	44
899	450	930	466
588	871	817	968
684	357	125	671
875	205	141	287
550	739	389	162
111	493	469	674
914	710	81	62
157	686	611	964
241	929	70	991
289	82	118	217
925	709	270	115
830	901	380	922
784	891	741	74
640	614	423	282
721	713	933	252
172	742	849	502
392	125	413	277
494	395	228	277
461	379	405	621
936	888	970	806
771	322	308	763
568	825	519	978
591	810	635	544
922	137	962	297
233	660	24	51
681	579	150	817
745	909	280	565
68	954	978	751
891	903	331	518
378	485	82	853
504	491	640	317
659	783	331	598
400	953	330	237
670	593	479	506
382	561	997	274
406	487	602	580
862	914	499	918
657	391	899	552
989	626	583	495
178	145	646	232
475	268	847	238
291	836	593	993
635	600	4	825
853	568	807	339
51	125	19	220
532	270	784	922
324	181	61	957
305	950	269	947
836	674	479	435
224	492	608	352
279	88	91	81
100	807	792	824
636	103	97	101
1	750	845	854
158	460	694	548
352	857	466	257
926	495	251	109
307	848	103	240
855	353	759	34
132	480	52	640
344	209	82	890
693	981	910	437
712	642	316	602
201	133	307	418
258	387	281	2
388	662	457	363
218	197	476	646
338	268	289	803
164	638	418	514
661	485	344	66
352	165	230	77
682	151	645	194
7	898	257	818
349	327	296	900
102	122	548	143
943	288	827	705
558	352	29	418
329	209	84	342
908	203	939	194
853	498	261	249
101	311	731	79
354	145	548	503
450	389	369	719
705	58	744	874
591	863	956	770
58	133	657	75
912	681	790	319
10	785	342	95
154	613	190	902
168	92	62	411
10	566	867	761
182	358	997	249
6	554	313	144
756	516	466	395
360	70	731	90
194	226	686	940
63	650	663	152
653	583	805	422
181	229	4	993
564	496	374	805
126	55	821	312
493	990	323	154
847	148	92	815
81	31	871	516
968	121	676	704
177	238	802	923
64	787	831	385
241	981	435	757
168	97	262	42
413	805	446	167
828	81	286	778
186	50	1000	290
884	854	894	451
868	135	129	355
665	876	328	446
524	801	218	69
800	143	146	972
510	592	333	893
70	5	57	991
396	841	710	771
687	521	227	705
455	808	217	491
469	304	624	908
819	956	460	141
813	901	815	231
29	551	943	992
868	992	730	210
278	601	276	851
712	720	940	644
520	115	661	754
475	254	731	426
917	949	814	612
259	797	600	541
995	968	615	512
774	34	853	185
77	390	640	994
594	311	901	87
757	63	452	457
506	294	871	863
899	665	719	774
142	892	742	365
544	850	614	922
748	76	648	848
598	376	416	638
491	238	33	170
17	126	427	986
628	945	419	596
615	850	196	937
231	132	588	930
514	1	355	49
976	906	383	200
233	925	550	442
625	432	203	846
362	713	359	143
770	816	777	291
223	920	823	557
533	376	206	303
741	270	182	851
250	465	202	831
788	631	225	877
365	395	21	709
730	626	107	542
732	345	601	127
584	489	402	918
880	935	634	363
890	311	453	150
480	842	216	189
512	936	41	690
1	579	938	727
74	59	508	58
969	748	791	563
823	736	937	616
462	810	511	630
299	278	879	199
238	629	804	540
57	219	4	839
213	210	923	127
486	156	427	806
585	507	485	877
341	789	757	286
55	282	420	561
311	234	785	174
441	60	826	184
173	586	686	700
436	219	805	610
887	670	480	685
11	154	125	201
519	418	145	741
157	281	802	955
63	452	818	775
774	843	272	190
691	44	162	390
707	395	898	501
953	319	396	166
798	706	786	44
716	233	296	416
738	83	753	130
425	584	238	542
337	406	502	155
181	31	542	644
997	653	158	897
611	427	925	767
273	596	424	905
29	292	996	996
304	684	162	210
746	81	517	976
704	444	529	255
175	103	454	381
73	134	358	244
709	434	799	147
164	318	50	535
324	819	275	895
86	769	864	253
42	956	219	10
638	319	892	34
754	862	989	530
676	113	83	296
478	414	232	732
542	903	782	554
933	544	176	343
171	843	865	117
993	963	345	7
1000	777	634	378
801	359	589	11
161	232	147	253
79	954	125	983
891	758	177	685
164	338	682	639
853	155	419	821
419	94	244	68
200	132	278	697
75	907	973	124
879	300	842	141
768	864	543	643
43	117	476	311
765	195	62	120
810	9	760	559
338	937	378	161
527	968	674	556
438	870	384	343
666	700	241	492
290	203	76	462
134	491	969	444
231	122	129	250
414	714	825	746
765	649	444	493
187	610	278	879
851	42	382	838
551	408	11	619
728	551	467	205
589	983	864	437
102	939	486	246
256	464	3	45
340	489	741	880
331	542	540	841
447	292	477	257
782	832	808	750
564	917	258	359
764	877	479	206
537	226	103	916
825	581	128	251
211	808	473	303
261	704	515	573
341	822	123	472
634	612	297	147
8	825	808	973
12	796	976	352
36	881	852	165
77	19	118	448
525	524	177	474
813	181	465	739
651	71	991	267
961	124	585	919
356	594	589	626
120	65	395	983
124	68	422	323
566	398	507	681
909	102	986	115
46	510	776	20
881	46	487	262
302	259	852	359
812	234	173	266
219	786	713	331
784	503	514	834
439	146	541	364
769	554	885	30
545	169	1	966
518	907	460	588
788	310	149	125
113	835	383	524
872	538	635	257
228	263	428	557
511	723	727	848
843	460	686	226
195	59	297	623
945	190	752	704
165	734	176	561
935	888	242	379
182	800	678	787
512	824	952	266
281	420	905	300
227	433	698	555
723	643	384	173
825	556	739	87
957	317	428	888
908	493	867	11
407	7	777	821
529	109	396	151
912	795	458	28
225	377	954	946
106	156	596	216
83	283	426	793
783	222	114	637
322	583	973	902
795	823	351	199
437	733	873	95
985	198	337	94
874	517	766	446
147	21	795	157
339	129	130	569
317	881	243	323
835	375	176	209
322	998	635	903
978	850	731	622
246	236	446	550
822	713	717	821
207	134	303	35
205	288	320	998
335	705	656	190
701	179	418	749
439	945	601	628
652	266	316	274
487	455	191	169
985	579	434	991
64	737	668	667
77	433	966	928
230	434	278	597
744	30	631	173
180	990	552	467
88	310	154	314
180	484	448	343
521	854	194	202
535	271	771	191
896	884	360	351
973	714	989	153
258	52	737	445
574	85	318	80
309	737	386	139
856	870	826	586
155	506	224	740
720	453	644	469
916	458	873	791
679	782	967	680
882	67	69	905
50	399	603	632
200	740	400	844
57	355	765	765
408	615	511	771
795	627	592	335
914	208	512	394
478	420	521	450
602	552	620	17
270	760	57	182
736	234	141	520
519	849	972	685
789	434	203	748
388	480	208	189
532	849	552	43
290	207	558	18
392	491	110	174
801	443	353	250
461	253	257	674
964	502	433	939
656	410	254	23
228	643	899	768
646	690	553	989
307	117	832	274
913	807	291	519
928	684	799	877
168	13	936	838
664	92	829	66
35	308	685	887
838	435	473	308
772	19	321	908
220	474	257	917
262	400	423	60
393	851	574	719
199	540	917	293
322	280	723	301
688	162	588	832
581	889	116	526
573	954	302	368
998	794	850	908
943	823	707	792
729	303	642	321
920	123	192	256
773	282	371	591
614	769	394	510
538	825	741	918
934	597	389	755
251	338	746	24
288	107	632	977
237	361	342	868
917	558	812	910
631	606	553	881
239	993	818	282
181	119	501	142
917	191	854	824
711	133	162	936
525	354	702	89
956	811	217	661
554	686	224	682
30	931	892	230
525	356	647	425
648	302	376	667
677	962	981	345
305	441	890	589
671	150	998	71
763	880	958	612
305	191	713	519
143	127	349	898
493	387	220	926
973	974	352	311
887	319	806	390
191	119	88	691
871	334	969	909
671	104	379	479
861	303	995	913
153	764	369	154
343	84	70	990
2	70	471	234
610	43	996	868
643	608	159	228
828	29	32	749
285	662	529	285
619	444	315	558
918	811	146	359
750	540	415	868
24	34	378	344
786	311	126	522
671	196	378	970
459	269	621	754
801	625	434	182
480	506	870	468
27	453	584	835
174	442	688	710
174	797	336	34
749	862	438	170
445	596	245	992
854	674	898	430
467	545	376	221
468	942	255	757
265	733	993	387
474	938	286	31
494	262	590	543
890	947	444	758
995	548	379	865
237	35	576	313
380	198	959	937
26	834	782	159
20	880	153	308
983	730	615	144
944	713	645	625
591	71	345	753
359	989	807	463
113	799	18	709
99	644	749	700
945	72	521	331
404	751	409	815
945	364	482	254
606	772	319	985
64	847	539	217
864	993	768	941
167	443	837	648
497	975	859	198
267	304	854	820
435	324	942	922
964	153	157	924
183	370	309	378
206	198	6	833
974	649	393	942
828	462	672	986
730	792	181	561
196	977	762	229
846	654	232	853
776	704	431	779
248	781	488	26
672	886	102	594
64	229	319	59
811	418	466	972
47	711	80	195
492	403	247	660
491	347	509	104
411	812	437	614
74	772	104	690
276	181	722	360
971	834	330	434
560	941	76	301
504	470	239	466
596	85	530	976
285	377	99	622
450	201	854	778
658	269	392	905
356	586	722	39
34	524	673	874
509	25	657	155
78	9	313	603
908	726	428	701
675	32	243	554
672	942	452	879
338	737	488	3
874	714	824	169
354	686	100	596
365	16	3	866
995	214	39	142
756	963	242	967
68	287	900	378
70	84	20	533
594	624	652	959
274	563	440	262
769	444	534	209
930	385	982	953
595	661	120	731
715	979	885	179
44	945	601	922
826	228	221	896
326	134	889	272
908	734	846	549
487	615	75	627
134	933	682	238
489	38	345	765
701	793	57	968
661	949	113	996
618	238	981	46
974	240	414	677
227	624	389	994
371	512	223	180
865	35	435	211
460	968	117	80
349	448	657	142
518	947	371	561
556	835	740	604
642	203	877	28
527	717	911	500
33	85	345	864
504	226	134	576
324	811	950	726
672	93	429	807
819	611	600	695
742	271	673	182
590	975	264	571
162	140	662	599
145	95	395	601
65	250	753	189
145	657	661	7
785	399	150	820
66	472	54	210
569	97	248	769
407	525	580	514
38	761	417	930
825	115	175	465
250	533	624	235
863	338	145	882
529	351	384	469
962	552	722	376
119	470	779	764
890	655	544	916
621	98	174	979
260	109	794	942
691	682	905	963
99	800	22	680
68	817	854	802
290	336	348	952
534	664	255	797
176	184	399	528
299	942	904	635
145	861	39	43
566	153	269	838
115	825	824	635
942	631	609	280
487	851	821	795
417	937	226	729
742	247	863	414
304	638	751	978
448	68	106	476
878	273	124	492
20	963	150	350
739	329	515	837
289	764	150	194
298	560	661	842
689	75	446	265
31	6	223	682
541	870	50	726
246	904	913	589
410	398	675	558
960	107	59	680
403	547	481	398
834	44	267	654
867	671	612	375
729	942	598	640
298	233	479	761
912	194	719	629
431	815	883	218
309	962	169	501
505	976	699	939
177	385	974	801
842	532	279	569
7	963	217	147
620	728	906	128
802	182	752	584
434	332	248	721
154	935	911	554
341	156	247	245
979	730	327	265
469	816	979	887
900	260	540	713
722	595	754	30
173	241	519	534
649	843	3	692
14	977	857	494
168	33	198	635
332	392	791	117
27	803	415	817
697	151	854	94
326	910	30	153
515	179	458	339
530	546	187	930
814	583	121	187
127	452	519	249
812	233	5	663
797	294	161	797
669	3	584	406
884	946	442	708
319	808	219	402
801	727	296	83
437	999	79	708
8	892	526	761
238	31	420	353
300	429	612	305
485	508	722	647
46	8	197	729
101	681	826	767
513	440	28	776
645	956	842	423
369	474	617	131
562	819	884	35
653	482	7	17
881	723	109	60
542	48	893	20
493	671	733	225
448	621	762	615
895	919	657	902
534	282	803	407
412	447	865	489
661	396	993	601
889	233	768	789
754	895	426	637
996	535	99	306
197	801	643	842
724	597	975	271
244	824	187	2
919	688	509	458
408	397	763	415
867	918	155	100
430	683	412	320
937	345	85	318
733	528	892	256
500	85	168	711
771	383	274	370
692	197	797	972
634	562	759	604
298	361	882	47
196	487	386	719
196	645	322	886
660	742	556	624
950	496	582	588
352	581	500	232
202	999	895	376
991	411	770	133
712	867	183	374
765	363	875	321
36	489	263	568
987	950	192	979
204	489	707	514
880	640	355	550
598	747	93	857
551	479	588	895
189	904	402	877
555	140	124	853
769	756	732	790
228	971	692	589
105	39	891	870
426	542	25	964
840	462	471	482
285	746	413	420
253	367	924	215
593	426	927	932
919	450	685	373
828	951	243	897
848	528	596	535
70	465	649	831
470	613	574	364
612	456	310	76
462	303	997	979
164	597	572	740
377	608	378	631
852	858	108	395
973	989	329	396
627	968	773	620
20	232	664	295
721	287	388	551
112	911	738	991
211	238	449	251
747	375	462	600
658	910	30	525
441	322	925	968
393	966	405	323
895	14	820	471
190	437	450	948
669	942	396	884
720	270	517	51
833	634	630	316
504	246	123	689
312	445	975	325
340	199	781	539
183	179	412	318
454	143	269	583
3	659	685	521
600	148	394	928
127	198	253	125
68	379	554	121
335	82	828	222
339	346	968	594
222	700	595	163
207	573	427	352
384	233	147	822
935	833	222	575
730	663	978	968
725	618	378	889
882	106	650	339
416	572	722	209
800	287	640	561
301	655	13	597
633	675	364	910
719	516	993	55
992	512	545	720
557	717	398	595
891	475	514	494
266	528	71	546
837	920	226	430
255	670	429	573
82	40	593	328
601	931	678	345
379	903	462	630
848	850	397	454
515	861	13	421
35	801	790	433
730	12	396	80
662	562	153	918
498	226	406	967
430	983	587	400
505	885	171	710
807	146	433	418
912	375	851	530
328	780	48	135
79	267	49	699
323	536	651	447
89	407	852	691
612	116	463	548
780	764	141	815
549	442	76	102
883	499	317	70
232	880	971	396
399	188	311	618
622	409	58	62
225	821	706	430
484	841	41	428
157	645	824	980
643	493	191	31
259	161	152	831
202	124	924	172
141	495	957	124
235	747	422	141
72	237	682	740
25	383	928	300
177	905	893	269
725	305	219	624
436	954	816	260
882	485	435	765
82	301	728	620
230	879	326	823
571	638	743	686
769	897	871	854
702	21	94	211
682	14	142	442
177	78	388	362
195	155	276	80
209	808	723	518
576	162	331	206
399	269	71	389
647	81	14	612
563	614	758	927
175	578	792	525
13	759	694	460
995	598	674	186
323	421	192	226
58	346	968	868
507	925	333	334
535	65	79	217
152	683	371	319
447	492	882	448
857	379	624	574
757	312	616	782
491	492	572	793
225	166	661	869
658	615	975	461
561	898	634	442
671	130	989	285
619	39	976	348
509	490	120	971
208	786	557	439
308	649	859	309
528	895	184	643
493	840	106	343
34	402	955	705
454	943	494	905
10	730	337	12
894	464	667	656
677	255	974	228
311	736	727	425
443	190	5	244
607	847	268	979
180	251	212	407
41	488	525	147
227	87	309	411
558	939	794	517
584	162	779	39
226	221	304	189
642	212	782	585
783	859	320	190
324	8	857	314
342	391	248	277
66	841	172	36
695	662	750	388
816	673	640	999
121	617	927	323
549	279	249	289
495	522	521	60
997	228	787	431
690	360	628	923
159	174	105	440
786	341	346	644
252	165	785	423
594	716	665	521
500	505	98	873
476	832	631	801
57	835	386	391
730	724	529	168
500	675	630	156
712	241	307	502
641	168	616	943
913	863	669	121
976	722	459	464
594	599	681	992
378	756	362	412
672	239	857	641
283	795	763	33
517	591	94	201
704	55	563	671
270	701	438	582
757	813	839	136
465	437	821	491
365	885	534	870
175	726	734	970
919	516	148	35
550	847	587	656
273	470	772	78
686	75	335	329
696	945	564	879
116	307	608	637
117	836	2	407
894	268	497	754
468	886	84	306
535	781	722	68
683	977	763	520
247	127	397	548
321	58	632	293
983	456	811	713
131	91	340	647
309	102	735	672
319	181	668	993
803	555	957	770
149	415	777	340
237	958	397	455
431	929	434	325
361	218	765	733
793	212	428	834
399	849	940	113
505	85	611	105
699	484	44	937
36	954	424	735
389	9	388	207
16	127	401	439
75	339	722	935
468	237	851	137
725	267	339	318
953	934	221	857
899	797	495	145
461	522	260	447
820	22	162	828
50	362	936	645
875	545	794	51
677	813	846	284
730	843	221	822
676	680	83	774
730	971	742	868
760	116	484	889
57	806	449	401
959	406	180	966
634	533	294	319
668	780	101	364
319	629	495	807
658	740	927	621
827	516	277	318
251	370	9	515
864	200	519	611
235	375	165	470
939	497	809	616
720	318	342	237
835	250	746	605
721	422	409	527
371	521	737	773
56	17	590	496
235	377	630	963
677	77	21	124
531	654	880	338
107	364	419	932
62	508	798	734
755	773	882	603
498	35	365	345
681	573	226	419
367	180	17	139
286	293	646	319
844	657	26	718
625	358	27	293
853	808	849	523
698	531	191	935
687	84	596	877
92	35	521	478
786	267	486	246
898	97	230	944
603	757	23	981
442	725	249	615
533	859	549	83
512	780	444	937
527	7	75	322
399	688	222	287
622	8	827	96
523	341	215	541
202	436	547	864
766	275	837	582
265	180	209	780
464	653	782	181
137	699	733	438
676	422	757	158
721	973	433	241
600	10	665	963
703	757	777	827
136	202	728	628
339	238	796	229
712	534	233	980
756	315	360	499
94	355	453	576
230	958	701	777
391	117	91	220
921	22	403	155
567	619	18	66
216	885	554	166
993	878	487	298
387	581	442	151
211	194	133	170
428	429	645	261
88	868	258	401
761	788	632	908
939	973	203	671
518	595	889	52
479	454	587	788
315	761	124	641
154	997	249	464
196	151	695	133
757	863	222	962
629	146	473	232
221	191	993	368
607	261	722	838
534	978	652	888
624	960	775	38
178	320	611	492
764	236	726	436
852	777	492	368
35	47	356	848
491	598	352	615
226	767	160	217
751	221	491	228
518	712	986	313
621	282	823	784
940	324	486	941
432	348	48	181
394	686	998	436
175	12	92	275
270	154	333	30
688	601	304	55
662	521	981	231
228	270	831	691
720	726	306	90
318	75	966	278
106	803	200	587
173	456	354	744
198	14	507	594
115	631	619	244
348	115	89	840
368	584	282	114
124	346	914	745
727	700	27	86
589	809	412	692
872	98	943	641
530	738	875	378
470	684	353	143
845	797	137	984
426	280	433	588
730	364	787	569
837	808	239	51
140	800	296	588
937	494	148	9
376	990	743	735
728	219	892	855
734	729	14	625
260	271	691	587
264	152	218	570
191	14	150	13
40	579	947	599
297	3	988	818
135	74	712	396
563	284	539	870
288	975	805	207
155	499	483	673
166	462	848	1
70	829	107	458
116	710	6	701
869	670	1000	986
839	330	540	992
151	38	363	142
156	164	687	906
333	666	313	585
177	830	594	852
858	3	615	449
625	669	737	104
356	710	89	98
239	828	838	383
894	193	387	264
831	490	158	53
909	148	570	189
672	149	676	84
826	992	952	651
298	526	917	120
562	512	125	142
275	335	431	500
964	562	889	591
491	898	535	946
177	262	746	229
722	775	952	535
56	710	676	659
902	466	971	796
988	473	822	298
768	362	308	257
54	756	961	900
463	401	152	239
768	754	894	473
561	181	123	485
626	470	176	977
555	602	307	38
865	510	545	685
508	211	410	957
488	739	66	517
114	971	987	702
780	998	416	817
82	168	726	245
93	780	297	293
919	945	417	109
825	363	15	569
839	877	336	977
566	936	868	472
315	95	369	166
713	988	992	406
379	247	785	829
75	318	874	695
160	229	482	421
965	340	840	415
827	782	875	397
666	150	796	695
156	212	883	343
544	901	532	520
254	509	349	203
140	459	83	918
368	624	576	768
467	803	204	176
51	660	564	181
778	826	531	169
196	516	384	138
123	62	407	758
852	902	551	755
853	600	933	505
85	824	91	231
863	3	850	658
912	373	647	576
181	186	188	919
773	329	399	597
781	248	263	329
595	596	583	406
802	201	460	922
961	666	490	816
157	147	259	364
585	23	294	153
368	160	682	329
847	482	726	394
501	744	726	372
124	72	323	187
459	502	742	692
313	400	237	450
419	662	530	696
767	786	86	45
655	271	63	514
893	742	565	593
853	817	127	74
968	672	279	136
