shipment_id	product_id	quantity
225	367	829
226	16	794
227	262	980
228	558	129
229	29	800
230	404	297
231	147	264
232	321	375
233	100	128
234	572	137
235	143	822
236	597	260
237	401	697
238	644	983
239	644	424
240	448	529
241	883	855
242	804	976
243	449	383
244	339	882
245	967	800
246	308	671
247	833	670
248	66	260
249	888	530
250	821	70
251	705	651
252	614	712
253	279	381
254	821	793
255	412	422
256	674	352
257	343	117
258	6	551
259	502	981
260	724	303
261	18	501
262	564	416
263	911	599
264	856	422
265	831	136
266	817	358
267	99	142
268	460	399
269	335	986
270	324	396
271	614	296
272	55	370
273	320	902
274	779	889
275	670	693
276	378	316
277	296	636
278	716	579
279	650	197
280	438	57
281	77	871
282	741	196
283	668	925
284	144	810
285	207	822
286	783	879
287	712	755
288	580	685
289	619	360
290	530	733
291	90	987
292	179	223
293	387	129
294	653	262
295	344	206
296	373	859
297	257	878
298	436	247
299	977	529
300	51	509
301	881	980
302	429	113
303	18	500
304	812	305
305	419	649
306	957	89
307	129	988
308	712	494
309	249	595
310	798	653
311	228	647
312	412	339
313	622	655
314	405	487
315	986	28
316	547	428
317	726	750
318	864	13
319	249	937
320	415	240
321	744	168
322	109	827
323	259	30
324	291	636
325	332	516
326	299	371
327	487	489
328	657	948
329	958	942
330	444	577
331	128	666
332	123	465
333	974	581
334	491	357
335	506	396
336	489	265
337	268	139
338	476	736
339	746	668
340	902	398
341	56	390
342	336	81
343	480	663
344	1000	495
345	640	651
346	33	292
347	710	990
348	114	474
349	96	79
350	371	257
351	354	787
352	950	774
353	111	357
354	99	408
355	80	234
356	429	73
357	953	453
358	114	907
359	305	683
360	334	395
361	122	325
362	283	10
363	839	128
364	182	588
365	975	972
366	112	613
367	598	25
368	4	991
369	62	615
370	1000	233
371	290	789
372	582	988
373	862	428
374	266	719
375	984	846
376	578	64
377	194	283
378	23	936
379	100	683
380	290	966
381	824	163
382	720	882
383	356	984
384	698	745
385	714	566
386	295	807
387	909	273
388	190	715
389	568	5
390	150	780
391	458	629
392	153	648
393	480	670
394	282	336
395	162	500
396	795	645
397	314	237
398	620	857
399	418	720
400	850	452
401	501	698
402	238	120
403	581	559
404	227	94
405	772	662
406	52	892
407	55	306
408	591	380
409	182	157
410	181	379
411	338	756
412	357	929
413	885	453
414	216	384
415	344	32
416	789	319
417	631	188
418	689	504
419	732	1000
420	349	894
421	201	845
422	412	365
423	23	138
424	194	362
425	463	687
426	272	656
427	996	39
428	130	815
429	80	874
430	782	733
431	463	700
432	961	877
433	72	731
434	286	999
435	740	153
436	133	902
437	555	899
438	66	137
439	298	285
440	13	82
441	354	119
442	871	597
443	717	692
444	382	629
445	175	927
446	294	103
447	553	40
448	25	684
449	558	195
450	323	666
451	720	54
452	483	612
453	399	322
454	798	65
455	652	408
456	681	272
457	561	356
458	870	866
459	626	687
460	23	77
461	81	609
462	131	132
463	964	527
464	434	772
465	745	50
466	451	1000
467	849	240
468	176	371
469	872	957
470	432	178
471	194	798
472	249	873
473	129	773
474	788	148
475	269	501
476	1000	383
477	984	943
478	473	138
479	58	272
480	542	87
481	125	339
482	882	879
483	716	785
484	343	941
485	954	903
486	543	287
487	647	921
488	376	357
489	465	173
490	626	571
491	665	386
492	213	192
493	373	616
494	804	236
495	903	486
496	199	372
497	78	777
498	213	418
499	801	876
500	124	431
501	14	620
502	806	747
503	23	932
504	10	868
505	710	9
506	264	222
507	394	259
508	952	647
509	776	972
510	362	10
511	609	795
512	809	933
513	174	130
514	290	921
515	831	367
516	471	503
517	790	49
518	696	476
519	633	792
520	449	285
521	345	41
522	618	194
523	948	690
524	355	164
525	787	97
526	210	419
527	866	14
528	450	204
529	304	670
530	106	661
531	240	162
532	866	675
533	755	920
534	52	420
535	598	286
536	381	48
537	504	152
538	14	6
539	29	461
540	502	282
541	170	9
542	853	442
543	151	466
544	667	586
545	990	538
546	76	811
547	914	608
548	47	411
549	747	612
550	948	984
551	60	157
552	439	516
553	95	542
554	171	939
555	500	221
556	395	900
557	437	267
558	557	137
559	979	659
560	395	4
561	344	974
562	280	391
563	699	667
564	697	413
565	238	298
566	398	148
567	464	430
568	71	436
569	609	455
570	198	998
571	999	285
572	610	385
573	258	733
574	485	174
575	443	282
576	853	793
577	265	88
578	270	423
579	364	899
580	335	517
581	707	19
582	302	566
583	188	702
584	652	308
585	70	714
586	610	291
587	73	859
588	305	284
589	518	903
590	377	698
591	183	802
592	42	713
593	292	315
594	591	212
595	663	653
596	106	882
597	174	497
598	952	737
599	58	718
600	31	853
601	739	420
602	649	268
603	984	814
604	989	564
605	362	678
606	20	760
607	267	287
608	122	138
609	331	870
610	196	653
611	750	999
612	257	142
613	650	465
614	988	395
615	942	373
616	540	30
617	61	543
618	580	617
619	438	705
620	106	645
621	223	653
622	50	295
623	563	941
624	18	900
625	436	74
626	471	981
627	851	664
628	170	270
629	830	143
630	611	8
631	857	227
632	163	505
633	438	141
634	517	513
635	520	589
636	361	377
637	695	984
638	117	233
639	407	847
640	660	767
641	994	861
642	670	166
643	34	402
644	971	826
645	707	178
646	964	834
647	170	460
648	480	953
649	470	935
650	657	255
651	626	693
652	298	473
653	501	111
654	196	680
655	307	727
656	248	676
657	948	836
658	620	396
659	957	315
660	942	577
661	930	938
662	780	984
663	920	91
664	649	857
665	556	144
666	77	507
667	50	696
668	466	955
669	61	658
670	278	687
671	79	55
672	100	828
673	654	863
674	179	145
675	292	986
676	947	747
677	973	895
678	24	100
679	74	448
680	712	382
681	794	148
682	772	277
683	436	787
684	961	785
685	358	644
686	392	657
687	854	81
688	12	628
689	474	61
690	406	898
691	458	700
692	327	621
693	835	610
694	515	745
695	901	500
696	883	630
697	110	895
698	906	5
699	202	1000
700	418	591
701	762	892
702	695	838
703	825	169
704	969	176
705	832	228
706	914	362
707	373	530
708	756	848
709	573	356
710	944	300
711	761	950
712	777	468
713	506	729
714	855	789
715	772	353
716	957	834
717	669	743
718	337	150
719	361	448
720	124	613
721	89	700
722	23	69
723	179	857
724	454	748
725	383	192
726	659	342
727	76	573
728	527	908
729	801	300
730	101	389
731	90	405
732	80	81
733	649	356
734	881	373
735	322	734
736	791	830
737	176	364
738	111	636
739	812	124
740	621	16
741	150	531
742	817	635
743	946	234
744	835	730
745	749	14
746	706	997
747	221	660
748	561	647
749	488	303
750	371	758
751	225	29
752	677	831
753	23	734
754	111	962
755	106	282
756	253	866
757	869	629
758	504	192
759	922	175
760	898	6
761	245	717
762	99	133
763	506	252
764	772	715
765	900	131
766	321	664
767	282	340
768	620	463
769	360	811
770	261	539
771	745	39
772	91	734
773	426	452
774	762	78
775	22	873
776	767	47
777	474	671
778	954	999
779	849	344
780	739	326
781	426	139
782	268	634
783	286	94
784	549	80
785	589	640
786	312	196
787	930	749
788	886	457
789	624	479
790	4	298
791	590	446
792	584	879
793	58	926
794	19	237
795	274	337
796	436	628
797	295	588
798	834	979
799	922	288
800	373	387
801	600	585
802	127	307
803	184	861
804	125	580
805	111	328
806	256	653
807	692	581
808	468	584
809	645	332
810	44	834
811	460	357
812	221	185
813	14	923
814	995	901
815	224	174
816	411	483
817	75	835
818	373	51
819	71	505
820	123	333
821	643	250
822	313	318
823	276	153
824	28	791
825	440	102
826	708	894
827	804	286
828	123	348
829	485	117
830	515	374
831	840	13
832	676	138
833	755	880
834	45	245
835	749	807
836	354	264
837	941	35
838	168	753
839	986	324
840	510	485
841	834	730
842	878	868
843	291	167
844	117	395
845	185	121
846	364	703
847	177	189
848	159	879
849	352	73
850	247	709
851	410	600
852	207	564
853	483	690
854	583	305
855	350	359
856	258	259
857	953	986
858	812	915
859	975	559
860	180	499
861	722	107
862	625	284
863	947	226
864	499	458
865	471	314
866	732	943
867	239	343
868	136	55
869	766	606
870	785	187
871	875	819
872	60	539
873	507	728
874	731	531
875	290	248
876	477	242
877	963	945
878	283	918
879	752	472
880	561	661
881	708	601
882	328	781
883	508	677
884	737	720
885	417	775
886	846	158
887	837	883
888	349	785
889	772	749
890	153	152
891	773	428
892	828	371
893	9	667
894	296	518
895	801	764
896	52	292
897	205	554
898	328	863
899	879	59
900	73	489
901	565	801
902	79	216
903	964	542
904	771	76
905	144	107
906	825	709
907	120	912
908	455	950
909	380	712
910	941	787
911	264	908
912	73	51
913	705	512
914	362	965
915	568	484
916	102	780
917	701	7
918	49	692
919	255	700
920	703	851
921	415	223
922	946	265
923	171	179
924	294	356
925	177	178
926	656	942
927	582	17
928	337	295
929	135	176
930	598	542
931	174	601
932	136	778
933	245	138
934	780	9
935	788	273
936	245	940
937	280	168
938	616	355
939	589	438
940	402	780
941	198	328
942	138	281
943	850	473
944	234	79
945	616	157
946	671	278
947	822	496
948	331	587
949	878	148
950	89	589
951	269	800
952	83	879
953	31	236
954	683	429
955	549	540
956	944	90
957	894	824
958	275	291
959	713	538
960	51	907
961	429	411
962	651	216
963	670	452
964	671	303
965	566	501
966	654	330
967	622	487
968	821	186
969	52	693
970	90	104
971	874	696
972	386	22
973	199	991
974	324	900
975	675	262
976	569	958
977	474	324
978	418	69
979	505	465
980	731	411
981	62	640
982	690	532
983	529	555
984	578	121
985	1000	445
986	131	406
987	58	391
988	225	843
989	832	860
990	395	67
991	610	549
992	418	562
993	234	435
994	994	243
995	416	412
996	955	481
997	163	166
998	289	17
999	686	89
1000	663	806
1001	566	585
1002	985	920
1003	499	859
1004	701	293
1005	668	764
1006	859	895
1007	544	545
1008	494	443
1009	880	824
1010	197	748
1011	801	902
1012	383	657
1013	566	903
1014	548	751
1015	170	190
1016	170	927
1017	59	448
1018	210	51
1019	850	79
1020	925	90
1021	402	518
1022	690	300
1023	264	958
1024	434	766
1025	891	116
1026	347	486
1027	576	642
1028	361	212
1029	407	435
1030	417	107
1031	664	625
1032	300	116
1033	162	224
1034	935	982
1035	485	143
1036	252	401
1037	443	26
1038	205	882
1039	804	388
1040	861	659
1041	383	737
1042	654	516
1043	261	411
1044	919	56
1045	92	689
1046	903	538
1047	255	840
1048	33	796
1049	413	675
1050	786	258
1051	460	686
1052	962	451
1053	537	447
1054	783	847
1055	394	521
1056	616	305
1057	125	729
1058	395	286
1059	842	285
1060	425	453
1061	919	731
1062	379	572
1063	401	10
1064	327	495
1065	832	459
1066	350	800
1067	74	232
1068	942	219
1069	485	325
1070	802	773
1071	911	457
1072	195	777
1073	632	641
1074	332	156
1075	424	111
1076	775	985
1077	162	385
1078	660	281
1079	100	240
1080	61	630
1081	145	946
1082	664	29
1083	586	115
1084	430	577
1085	514	550
1086	337	113
1087	287	823
1088	354	254
1089	938	402
1090	625	600
1091	979	744
1092	110	379
1093	340	836
1094	490	219
1095	673	803
1096	14	59
1097	2	92
1098	635	719
1099	699	962
1100	129	389
1101	708	509
1102	732	38
1103	52	619
1104	782	426
1105	534	907
1106	796	968
1107	415	584
1108	825	382
1109	414	483
1110	51	103
1111	621	513
1112	999	228
1113	782	720
1114	463	830
1115	734	441
1116	606	276
1117	287	986
1118	850	292
1119	441	149
1120	960	575
1121	973	849
1122	387	681
1123	721	115
1124	903	962
1125	4	539
1126	88	125
1127	394	739
1128	29	513
1129	913	452
1130	136	23
1131	945	408
1132	206	692
1133	123	8
1134	374	99
1135	605	31
1136	942	85
1137	390	557
1138	829	37
1139	820	519
1140	421	860
1141	723	725
1142	973	234
1143	243	734
1144	142	323
1145	287	132
1146	161	804
1147	489	123
1148	623	67
1149	53	57
1150	291	228
1151	852	907
1152	474	359
1153	393	870
1154	353	807
1155	32	5
1156	254	108
1157	69	678
1158	157	277
1159	499	746
1160	847	470
1161	556	242
1162	173	946
1163	135	984
1164	4	396
1165	507	675
1166	729	187
1167	109	266
1168	249	826
1169	217	409
1170	659	777
1171	424	56
1172	148	775
1173	421	790
1174	566	910
1175	942	52
1176	952	329
1177	35	170
1178	493	45
1179	902	240
1180	416	888
1181	313	705
1182	754	381
1183	693	514
1184	393	563
1185	163	905
1186	359	978
1187	97	302
1188	956	253
1189	457	399
1190	766	953
1191	211	705
1192	989	14
1193	528	928
1194	361	385
1195	922	417
1196	317	664
1197	127	135
1198	20	175
1199	390	956
1200	721	858
1201	789	491
1202	324	112
1203	827	37
1204	807	171
1205	335	150
1206	199	860
1207	221	634
1208	825	302
1209	736	447
1210	924	142
1211	42	202
1212	163	990
1213	391	514
1214	362	881
1215	821	156
1216	978	874
1217	911	338
1218	884	43
1219	657	692
1220	248	145
1221	800	960
1222	892	936
1223	983	825
1224	795	305
1225	63	541
1226	493	794
1227	221	323
1228	579	879
1229	580	528
1230	87	489
1231	256	431
1232	888	890
1233	9	967
1234	402	491
1235	716	656
1236	289	429
1237	122	833
1238	99	134
1239	886	7
1240	477	161
1241	855	642
1242	715	233
1243	223	63
1244	119	910
1245	375	23
1246	33	882
1247	523	324
1248	904	964
1249	554	960
1250	196	716
1251	665	29
1252	798	284
1253	416	89
1254	988	681
1255	522	555
1256	516	934
1257	727	682
1258	84	985
1259	740	587
1260	536	503
1261	685	544
1262	711	159
1263	823	866
1264	163	73
1265	167	766
1266	236	622
1267	749	385
1268	756	669
1269	278	460
1270	655	685
1271	213	800
1272	986	927
1273	959	843
1274	76	8
1275	253	471
1276	57	928
1277	601	299
1278	953	230
1279	448	271
1280	698	456
1281	334	855
1282	34	124
1283	856	497
1284	619	715
1285	38	145
1286	728	289
1287	942	773
1288	707	428
1289	165	131
1290	91	504
1291	915	491
1292	686	550
1293	615	575
1294	349	252
1295	357	159
1296	79	27
1297	231	664
1298	541	853
1299	410	182
1300	943	888
1301	186	53
1302	255	825
1303	521	449
1304	116	82
1305	262	132
1306	287	544
1307	359	297
1308	79	803
1309	525	160
1310	159	331
1311	267	869
1312	554	940
1313	337	21
1314	808	726
1315	403	96
1316	226	972
1317	700	378
1318	186	715
1319	397	475
1320	72	303
1321	825	813
1322	787	546
1323	713	890
1324	657	25
1325	349	910
1326	644	249
1327	342	626
1328	417	79
1329	192	198
1330	138	84
1331	270	249
1332	775	698
1333	366	993
1334	931	893
1335	405	462
1336	951	79
1337	558	24
1338	884	938
1339	721	529
1340	311	510
1341	665	523
1342	125	413
1343	771	635
1344	840	848
1345	792	276
1346	72	572
1347	206	411
1348	412	546
1349	222	544
1350	90	998
1351	323	375
1352	912	750
1353	797	595
1354	508	645
1355	7	495
1356	1	607
1357	164	72
1358	730	789
1359	165	359
1360	461	500
1361	131	130
1362	519	517
1363	620	583
1364	192	702
1365	745	363
1366	768	775
1367	260	722
1368	916	55
1369	380	231
1370	549	340
1371	869	71
1372	72	990
1373	917	576
1374	479	443
1375	250	276
1376	584	794
1377	869	578
1378	516	750
1379	914	972
1380	596	305
1381	360	238
1382	888	828
1383	548	459
1384	671	375
1385	689	677
1386	666	76
1387	232	609
1388	478	372
1389	729	786
1390	290	175
1391	546	338
1392	466	366
1393	131	896
1394	142	757
1395	565	5
1396	535	671
1397	88	925
1398	156	14
1399	500	23
1400	505	137
1401	420	981
1402	589	314
1403	265	337
1404	646	326
1405	460	884
1406	165	198
1407	541	891
1408	271	76
1409	215	141
1410	97	329
1411	248	355
1412	238	418
1413	178	225
1414	421	743
1415	200	33
1416	753	450
1417	666	216
1418	521	335
1419	364	581
1420	849	161
1421	943	626
1422	991	615
1423	480	17
1424	563	589
1425	152	390
1426	362	973
1427	761	648
1428	755	719
1429	750	834
1430	716	540
1431	663	506
1432	309	860
1433	223	962
1434	89	205
1435	511	731
1436	856	930
1437	761	300
1438	139	928
1439	344	637
1440	117	873
1441	154	73
1442	925	646
1443	526	906
1444	192	625
1445	465	216
1446	772	988
1447	290	932
1448	640	667
1449	866	41
1450	474	984
1451	13	284
1452	97	477
1453	709	144
1454	823	609
1455	264	694
1456	679	596
1457	123	17
1458	118	889
1459	921	470
1460	561	575
1461	409	450
1462	563	447
1463	754	454
1464	371	334
1465	76	421
1466	619	436
1467	521	944
1468	807	725
1469	974	266
1470	920	973
1471	340	63
1472	903	193
1473	804	303
1474	202	870
1475	732	481
1476	133	150
1477	979	739
1478	699	91
1479	538	106
1480	51	839
1481	495	349
1482	249	90
1483	370	872
1484	155	8
1485	39	927
1486	948	849
1487	526	951
1488	239	343
1489	41	791
1490	719	400
1491	733	171
1492	791	836
1493	926	59
1494	368	555
1495	238	291
1496	226	531
1497	254	95
1498	221	441
1499	574	658
1500	550	985
1501	234	677
1502	464	224
1503	477	778
1504	879	1
1505	965	816
1506	906	91
1507	627	762
1508	283	627
1509	723	96
1510	421	911
1511	714	528
1512	231	486
1513	30	721
1514	568	768
1515	265	430
1516	966	251
1517	404	699
1518	656	618
1519	43	233
1520	348	444
1521	701	534
1522	527	846
1523	204	165
1524	280	560
1525	586	315
1526	766	777
1527	318	212
1528	100	505
1529	18	985
1530	133	169
1531	423	865
1532	728	608
1533	249	745
1534	637	950
1535	867	221
1536	643	330
1537	116	569
1538	408	616
1539	226	389
1540	188	819
1541	293	188
1542	641	533
1543	355	676
1544	667	939
1545	925	613
1546	802	278
1547	649	530
1548	377	494
1549	650	210
1550	682	520
1551	309	517
1552	976	443
1553	195	676
1554	641	392
1555	449	786
1556	347	312
1557	545	760
1558	750	730
1559	475	172
1560	447	596
1561	768	646
1562	142	338
1563	301	188
1564	600	552
1565	10	981
1566	372	515
1567	354	446
1568	368	352
1569	445	833
1570	789	790
1571	829	496
1572	280	395
1573	104	194
1574	425	334
1575	796	305
1576	178	217
1577	713	722
1578	53	379
1579	15	509
1580	363	482
1581	287	371
1582	818	705
1583	395	305
1584	958	823
1585	519	659
1586	279	701
1587	291	658
1588	970	348
1589	926	326
1590	366	840
1591	876	319
1592	572	206
1593	270	13
1594	686	376
1595	569	149
1596	855	337
1597	26	364
1598	970	543
1599	374	326
1600	98	579
1601	263	741
1602	719	793
1603	343	807
1604	567	911
1605	584	797
1606	845	67
1607	751	731
1608	846	843
1609	139	385
1610	981	335
1611	276	451
1612	277	31
1613	676	486
1614	104	279
1615	337	468
1616	362	963
1617	29	224
1618	954	500
1619	54	36
1620	747	611
1621	682	422
1622	150	886
1623	172	626
1624	768	968
1625	401	881
1626	25	200
1627	303	754
1628	533	101
1629	15	2
1630	310	656
1631	451	475
1632	697	16
1633	146	100
1634	50	486
1635	233	413
1636	33	341
1637	616	482
1638	351	575
1639	986	29
1640	834	966
1641	944	923
1642	437	630
1643	760	720
1644	73	778
1645	437	685
1646	546	652
1647	594	781
1648	684	362
1649	51	821
1650	72	108
1651	897	178
1652	339	564
1653	457	516
1654	164	960
1655	3	816
1656	96	559
1657	644	914
1658	739	247
1659	516	530
1660	948	567
1661	396	525
1662	303	732
1663	464	476
1664	150	145
1665	528	869
1666	954	739
1667	810	17
1668	240	978
1669	556	349
1670	687	518
1671	502	229
1672	321	315
1673	727	848
1674	700	37
1675	624	419
1676	196	164
1677	835	951
1678	159	336
1679	753	622
1680	95	872
1681	538	15
1682	903	204
1683	815	929
1684	682	275
1685	871	550
1686	842	26
1687	387	116
1688	15	205
1689	75	154
1690	415	739
1691	283	452
1692	380	644
1693	330	699
1694	520	59
1695	69	50
1696	641	158
1697	168	634
1698	545	49
1699	942	918
1700	76	802
1701	203	449
1702	546	1000
1703	749	520
1704	64	888
1705	83	853
1706	392	542
1707	539	759
1708	617	113
1709	435	945
1710	691	155
1711	853	142
1712	713	302
1713	908	188
1714	805	618
1715	292	971
1716	421	137
1717	14	174
1718	107	909
1719	106	848
1720	692	875
1721	92	910
1722	458	420
1723	820	673
1724	783	610
1725	708	529
1726	969	120
1727	261	703
1728	360	838
1729	205	662
1730	390	408
1731	154	746
1732	12	786
1733	440	366
1734	698	72
1735	531	941
1736	555	542
1737	199	713
1738	99	994
1739	305	283
1740	372	612
1741	164	950
1742	802	710
1743	891	766
1744	850	54
1745	229	42
1746	632	801
1747	430	327
1748	982	893
1749	656	426
1750	545	549
1751	707	840
1752	336	903
1753	605	333
1754	701	699
1755	622	978
1756	659	872
1757	755	936
1758	414	784
1759	635	312
1760	181	758
1761	505	29
1762	735	986
1763	127	888
1764	583	776
1765	342	253
1766	919	670
1767	909	771
1768	468	876
1769	690	468
1770	649	440
1771	9	492
1772	606	268
1773	278	549
1774	259	331
1775	302	67
1776	118	550
1777	852	936
1778	278	516
1779	360	590
1780	337	822
1781	192	792
1782	275	89
1783	939	462
1784	809	711
1785	10	483
1786	907	229
1787	740	489
1788	5	99
1789	211	682
1790	658	465
1791	966	757
1792	607	987
1793	574	19
1794	24	162
1795	994	99
1796	704	760
1797	698	202
1798	70	220
1799	659	627
1800	565	147
1801	192	296
1802	165	991
1803	949	629
1804	445	936
1805	87	780
1806	527	813
1807	885	973
1808	161	363
1809	630	242
1810	181	307
1811	674	450
1812	588	708
1813	137	929
1814	983	155
1815	476	144
1816	576	918
1817	961	650
1818	170	367
1819	437	757
1820	810	407
1821	671	452
1822	109	522
1823	351	984
1824	875	714
1825	316	434
1826	702	842
1827	673	582
1828	462	867
1829	19	507
1830	309	24
1831	688	668
1832	350	795
1833	596	23
1834	134	88
1835	137	854
1836	179	257
1837	71	614
1838	90	750
1839	465	63
1840	935	57
1841	985	559
1842	73	409
1843	686	257
1844	903	51
1845	142	107
1846	244	749
1847	26	194
1848	635	320
1849	383	861
1850	395	181
1851	560	865
1852	372	338
1853	394	525
1854	243	459
1855	872	47
1856	762	258
1857	533	581
1858	162	293
1859	700	57
1860	643	273
1861	242	177
1862	116	365
1863	894	312
1864	384	135
1865	406	631
1866	618	139
1867	688	435
1868	198	594
1869	253	499
1870	690	516
1871	607	204
1872	555	556
1873	422	648
1874	944	707
1875	5	493
1876	507	291
1877	737	232
1878	527	109
1879	71	744
1880	803	754
1881	825	615
1882	164	240
1883	356	69
1884	522	471
1885	24	533
1886	789	546
1887	786	272
1888	426	465
1889	657	842
1890	405	11
1891	109	76
1892	618	732
1893	596	747
1894	332	911
1895	303	388
1896	412	584
1897	843	705
1898	408	735
1899	431	997
1900	32	383
1901	715	602
1902	953	82
1903	506	397
1904	961	923
1905	820	651
1906	265	721
1907	255	946
1908	276	173
1909	937	563
1910	281	98
1911	376	134
1912	653	842
1913	800	291
1914	733	324
1915	70	15
1916	291	862
1917	539	130
1918	104	215
1919	298	43
1920	182	939
1921	620	58
1922	778	704
1923	904	980
1924	57	147
1925	283	284
1926	314	999
1927	545	425
1928	333	804
1929	470	762
1930	888	224
1931	759	969
1932	742	975
1933	905	643
1934	781	857
1935	509	9
1936	330	153
1937	903	250
1938	408	324
1939	856	896
1940	1000	612
1941	563	500
1942	966	798
1943	868	510
1944	243	373
1945	417	535
1946	384	618
1947	671	631
1948	411	365
1949	885	295
1950	212	662
1951	207	99
1952	202	608
1953	427	786
1954	588	216
1955	910	13
1956	30	294
1957	128	645
1958	55	540
1959	473	327
1960	441	980
1961	467	393
1962	539	595
1963	470	235
1964	66	77
1965	825	537
1966	676	385
1967	710	988
1968	420	463
1969	454	122
1970	77	426
1971	227	708
1972	923	106
1973	349	683
1974	125	306
1975	405	17
1976	533	688
1977	883	721
1978	795	506
1979	220	710
1980	483	819
1981	152	67
1982	404	920
1983	446	315
1984	395	678
1985	445	262
1986	797	30
1987	45	250
1988	404	693
1989	726	375
1990	626	644
1991	376	567
1992	20	997
1993	450	857
1994	26	330
1995	845	997
1996	380	13
1997	83	625
1998	963	39
1999	512	388
2000	792	640
2001	757	107
2002	478	835
2003	215	135
2004	394	219
2005	771	693
2006	927	410
2007	482	824
2008	635	178
2009	422	904
2010	976	389
2011	812	411
2012	804	949
2013	751	35
2014	930	366
2015	576	145
2016	436	496
2017	75	473
2018	775	766
2019	613	450
2020	432	940
2021	506	367
2022	370	63
2023	675	461
2024	415	109
2025	121	306
2026	550	175
2027	500	783
2028	473	657
2029	95	457
2030	18	871
2031	445	324
2032	552	996
2033	332	497
2034	172	406
2035	621	774
2036	665	193
2037	652	730
2038	987	66
2039	862	50
2040	713	716
2041	474	770
2042	391	212
2043	869	335
2044	896	851
2045	946	695
2046	482	711
2047	401	164
2048	607	962
2049	351	252
2050	934	622
2051	784	134
2052	157	889
2053	329	42
2054	511	349
2055	167	849
2056	473	106
2057	310	596
2058	73	917
2059	409	626
2060	634	326
2061	691	793
2062	455	166
2063	611	12
2064	587	847
2065	347	429
2066	389	11
2067	300	914
2068	916	74
2069	410	357
2070	530	963
2071	639	165
2072	474	839
2073	479	868
2074	92	981
2075	910	580
2076	562	190
2077	643	845
2078	473	935
2079	564	576
2080	852	581
2081	693	998
2082	946	384
2083	411	96
2084	721	537
2085	272	690
2086	764	100
2087	190	683
2088	896	600
2089	306	403
2090	790	213
2091	49	50
2092	489	408
2093	583	514
2094	795	499
2095	827	65
2096	182	863
2097	794	590
2098	329	952
2099	794	78
2100	741	371
2101	690	378
2102	330	826
2103	27	673
2104	162	379
2105	294	633
2106	771	710
2107	82	685
2108	546	266
2109	286	639
2110	182	468
2111	667	911
2112	976	619
2113	285	971
2114	679	557
2115	843	642
2116	675	860
2117	153	450
2118	514	57
2119	449	996
2120	182	705
2121	315	960
2122	98	221
2123	149	440
2124	618	318
2125	429	52
2126	310	961
2127	211	334
2128	451	66
2129	612	355
2130	665	206
2131	524	109
2132	478	709
2133	900	762
2134	166	995
2135	514	49
2136	520	827
2137	517	10
